Range,Duration,Target,Raised,Category
20000-8,90,89000,41500,0
20000-8,90,89000,42000,0
20000-8,90,89000,42500,0
20000-8,90,89000,43000,0
20000-8,90,89000,43500,0
20000-8,90,89000,44000,0
20000-8,90,89000,44500,0
20000-8,90,89000,45000,0
20000-8,90,89000,45500,0
20000-8,90,89000,46000,0
20000-8,90,89000,46500,0
20000-8,90,89000,47000,0
20000-8,90,89000,47500,0
20000-8,90,89000,48000,0
20000-8,90,89000,48500,0
20000-8,90,89000,49000,0
20000-8,90,89000,49500,0
20000-8,90,89000,50000,0
20000-8,90,89000,50500,0
20000-8,90,89000,51000,0
20000-8,90,89000,51500,0
20000-8,90,89000,52000,0
20000-8,90,89000,52500,0
20000-8,90,89000,53000,0
20000-8,90,89000,53500,0
20000-8,90,89000,54000,0
20000-8,90,89000,54500,0
20000-8,90,89000,55000,0
20000-8,90,89000,55500,0
20000-8,90,89000,56000,0
20000-8,90,89000,56500,0
20000-8,90,89000,57000,0
20000-8,90,89000,57500,0
20000-8,90,89000,58000,0
20000-8,90,89000,58500,0
20000-8,90,89000,59000,0
20000-8,90,89000,59500,0
20000-8,90,89000,60000,0
20000-8,90,89000,60500,0
20000-8,90,89000,61000,0
20000-8,90,89000,61500,0
20000-8,90,89000,62000,0
20000-8,90,89000,62500,0
20000-8,90,89000,63000,0
20000-8,90,89000,63500,0
20000-8,90,89000,64000,0
20000-8,90,89000,64500,0
20000-8,90,89000,65000,0
20000-8,90,89000,65500,0
20000-8,90,89000,66000,0
20000-8,90,89000,66500,0
20000-8,90,89000,67000,0
20000-8,90,89000,67500,0
20000-8,90,89000,68000,0
20000-8,90,89000,68500,0
20000-8,90,89000,69000,0
20000-8,90,89000,69500,0
20000-8,90,89000,70000,0
20000-8,90,89000,70500,0
20000-8,90,89000,71000,0
20000-8,90,89000,71500,0
20000-8,90,89000,72000,0
20000-8,90,89000,72500,0
20000-8,90,89000,73000,0
20000-8,90,89000,73500,0
20000-8,90,89000,74000,0
20000-8,90,89000,74500,0
20000-8,90,89000,75000,0
20000-8,90,89000,75500,0
20000-8,90,89000,75650,1
20000-8,90,89000,76650,1
20000-8,90,89000,77650,1
20000-8,90,89000,78650,1
20000-8,90,89000,79650,1
20000-8,90,89000,80650,1
20000-8,90,89000,81650,1
20000-8,90,89000,82650,1
20000-8,90,89000,83650,1
20000-8,90,89000,84650,1
20000-8,90,89000,85650,1
20000-8,90,89000,86650,1
20000-8,90,89000,87650,1
20000-8,90,89000,88650,1
20000-8,90,89500,0,0
20000-8,90,89500,500,0
20000-8,90,89500,1000,0
20000-8,90,89500,1500,0
20000-8,90,89500,2000,0
20000-8,90,89500,2500,0
20000-8,90,89500,3000,0
20000-8,90,89500,3500,0
20000-8,90,89500,4000,0
20000-8,90,89500,4500,0
20000-8,90,89500,5000,0
20000-8,90,89500,5500,0
20000-8,90,89500,6000,0
20000-8,90,89500,6500,0
20000-8,90,89500,7000,0
20000-8,90,89500,7500,0
20000-8,90,89500,8000,0
20000-8,90,89500,8500,0
20000-8,90,89500,9000,0
20000-8,90,89500,9500,0
20000-8,90,89500,10000,0
20000-8,90,89500,10500,0
20000-8,90,89500,11000,0
20000-8,90,89500,11500,0
20000-8,90,89500,12000,0
20000-8,90,89500,12500,0
20000-8,90,89500,13000,0
20000-8,90,89500,13500,0
20000-8,90,89500,14000,0
20000-8,90,89500,14500,0
20000-8,90,89500,15000,0
20000-8,90,89500,15500,0
20000-8,90,89500,16000,0
20000-8,90,89500,16500,0
20000-8,90,89500,17000,0
20000-8,90,89500,17500,0
20000-8,90,89500,18000,0
20000-8,90,89500,18500,0
20000-8,90,89500,19000,0
20000-8,90,89500,19500,0
20000-8,90,89500,20000,0
20000-8,90,89500,20500,0
20000-8,90,89500,21000,0
20000-8,90,89500,21500,0
20000-8,90,89500,22000,0
20000-8,90,89500,22500,0
20000-8,90,89500,23000,0
20000-8,90,89500,23500,0
20000-8,90,89500,24000,0
20000-8,90,89500,24500,0
20000-8,90,89500,25000,0
20000-8,90,89500,25500,0
20000-8,90,89500,26000,0
20000-8,90,89500,26500,0
20000-8,90,89500,27000,0
20000-8,90,89500,27500,0
20000-8,90,89500,28000,0
20000-8,90,89500,28500,0
20000-8,90,89500,29000,0
20000-8,90,89500,29500,0
20000-8,90,89500,30000,0
20000-8,90,89500,30500,0
20000-8,90,89500,31000,0
20000-8,90,89500,31500,0
20000-8,90,89500,32000,0
20000-8,90,89500,32500,0
20000-8,90,89500,33000,0
20000-8,90,89500,33500,0
20000-8,90,89500,34000,0
20000-8,90,89500,34500,0
20000-8,90,89500,35000,0
20000-8,90,89500,35500,0
20000-8,90,89500,36000,0
20000-8,90,89500,36500,0
20000-8,90,89500,37000,0
20000-8,90,89500,37500,0
20000-8,90,89500,38000,0
20000-8,90,89500,38500,0
20000-8,90,89500,39000,0
20000-8,90,89500,39500,0
20000-8,90,89500,40000,0
20000-8,90,89500,40500,0
20000-8,90,89500,41000,0
20000-8,90,89500,41500,0
20000-8,90,89500,42000,0
20000-8,90,89500,42500,0
20000-8,90,89500,43000,0
20000-8,90,89500,43500,0
20000-8,90,89500,44000,0
20000-8,90,89500,44500,0
20000-8,90,89500,45000,0
20000-8,90,89500,45500,0
20000-8,90,89500,46000,0
20000-8,90,89500,46500,0
20000-8,90,89500,47000,0
20000-8,90,89500,47500,0
20000-8,90,89500,48000,0
20000-8,90,89500,48500,0
20000-8,90,89500,49000,0
20000-8,90,89500,49500,0
20000-8,90,89500,50000,0
20000-8,90,89500,50500,0
20000-8,90,89500,51000,0
20000-8,90,89500,51500,0
20000-8,90,89500,52000,0
20000-8,90,89500,52500,0
20000-8,90,89500,53000,0
20000-8,90,89500,53500,0
20000-8,90,89500,54000,0
20000-8,90,89500,54500,0
20000-8,90,89500,55000,0
20000-8,90,89500,55500,0
20000-8,90,89500,56000,0
20000-8,90,89500,56500,0
20000-8,90,89500,57000,0
20000-8,90,89500,57500,0
20000-8,90,89500,58000,0
20000-8,90,89500,58500,0
20000-8,90,89500,59000,0
20000-8,90,89500,59500,0
20000-8,90,89500,60000,0
20000-8,90,89500,60500,0
20000-8,90,89500,61000,0
20000-8,90,89500,61500,0
20000-8,90,89500,62000,0
20000-8,90,89500,62500,0
20000-8,90,89500,63000,0
20000-8,90,89500,63500,0
20000-8,90,89500,64000,0
20000-8,90,89500,64500,0
20000-8,90,89500,65000,0
20000-8,90,89500,65500,0
20000-8,90,89500,66000,0
20000-8,90,89500,66500,0
20000-8,90,89500,67000,0
20000-8,90,89500,67500,0
20000-8,90,89500,68000,0
20000-8,90,89500,68500,0
20000-8,90,89500,69000,0
20000-8,90,89500,69500,0
20000-8,90,89500,70000,0
20000-8,90,89500,70500,0
20000-8,90,89500,71000,0
20000-8,90,89500,71500,0
20000-8,90,89500,72000,0
20000-8,90,89500,72500,0
20000-8,90,89500,73000,0
20000-8,90,89500,73500,0
20000-8,90,89500,74000,0
20000-8,90,89500,74500,0
20000-8,90,89500,75000,0
20000-8,90,89500,75500,0
20000-8,90,89500,76000,0
20000-8,90,89500,76075,1
20000-8,90,89500,77075,1
20000-8,90,89500,78075,1
20000-8,90,89500,79075,1
20000-8,90,89500,80075,1
20000-8,90,89500,81075,1
20000-8,90,89500,82075,1
20000-8,90,89500,83075,1
20000-8,90,89500,84075,1
20000-8,90,89500,85075,1
20000-8,90,89500,86075,1
20000-8,90,89500,87075,1
20000-8,90,89500,88075,1
20000-8,90,89500,89075,1
20000-8,90,90000,0,0
20000-8,90,90000,500,0
20000-8,90,90000,1000,0
20000-8,90,90000,1500,0
20000-8,90,90000,2000,0
20000-8,90,90000,2500,0
20000-8,90,90000,3000,0
20000-8,90,90000,3500,0
20000-8,90,90000,4000,0
20000-8,90,90000,4500,0
20000-8,90,90000,5000,0
20000-8,90,90000,5500,0
20000-8,90,90000,6000,0
20000-8,90,90000,6500,0
20000-8,90,90000,7000,0
20000-8,90,90000,7500,0
20000-8,90,90000,8000,0
20000-8,90,90000,8500,0
20000-8,90,90000,9000,0
20000-8,90,90000,9500,0
20000-8,90,90000,10000,0
20000-8,90,90000,10500,0
20000-8,90,90000,11000,0
20000-8,90,90000,11500,0
20000-8,90,90000,12000,0
20000-8,90,90000,12500,0
20000-8,90,90000,13000,0
20000-8,90,90000,13500,0
20000-8,90,90000,14000,0
20000-8,90,90000,14500,0
20000-8,90,90000,15000,0
20000-8,90,90000,15500,0
20000-8,90,90000,16000,0
20000-8,90,90000,16500,0
20000-8,90,90000,17000,0
20000-8,90,90000,17500,0
20000-8,90,90000,18000,0
20000-8,90,90000,18500,0
20000-8,90,90000,19000,0
20000-8,90,90000,19500,0
20000-8,90,90000,20000,0
20000-8,90,90000,20500,0
20000-8,90,90000,21000,0
20000-8,90,90000,21500,0
20000-8,90,90000,22000,0
20000-8,90,90000,22500,0
20000-8,90,90000,23000,0
20000-8,90,90000,23500,0
20000-8,90,90000,24000,0
20000-8,90,90000,24500,0
20000-8,90,90000,25000,0
20000-8,90,90000,25500,0
20000-8,90,90000,26000,0
20000-8,90,90000,26500,0
20000-8,90,90000,27000,0
20000-8,90,90000,27500,0
20000-8,90,90000,28000,0
20000-8,90,90000,28500,0
20000-8,90,90000,29000,0
20000-8,90,90000,29500,0
20000-8,90,90000,30000,0
20000-8,90,90000,30500,0
20000-8,90,90000,31000,0
20000-8,90,90000,31500,0
20000-8,90,90000,32000,0
20000-8,90,90000,32500,0
20000-8,90,90000,33000,0
20000-8,90,90000,33500,0
20000-8,90,90000,34000,0
20000-8,90,90000,34500,0
20000-8,90,90000,35000,0
20000-8,90,90000,35500,0
20000-8,90,90000,36000,0
20000-8,90,90000,36500,0
20000-8,90,90000,37000,0
20000-8,90,90000,37500,0
20000-8,90,90000,38000,0
20000-8,90,90000,38500,0
20000-8,90,90000,39000,0
20000-8,90,90000,39500,0
20000-8,90,90000,40000,0
20000-8,90,90000,40500,0
20000-8,90,90000,41000,0
20000-8,90,90000,41500,0
20000-8,90,90000,42000,0
20000-8,90,90000,42500,0
20000-8,90,90000,43000,0
20000-8,90,90000,43500,0
20000-8,90,90000,44000,0
20000-8,90,90000,44500,0
20000-8,90,90000,45000,0
20000-8,90,90000,45500,0
20000-8,90,90000,46000,0
20000-8,90,90000,46500,0
20000-8,90,90000,47000,0
20000-8,90,90000,47500,0
20000-8,90,90000,48000,0
20000-8,90,90000,48500,0
20000-8,90,90000,49000,0
20000-8,90,90000,49500,0
20000-8,90,90000,50000,0
20000-8,90,90000,50500,0
20000-8,90,90000,51000,0
20000-8,90,90000,51500,0
20000-8,90,90000,52000,0
20000-8,90,90000,52500,0
20000-8,90,90000,53000,0
20000-8,90,90000,53500,0
20000-8,90,90000,54000,0
20000-8,90,90000,54500,0
20000-8,90,90000,55000,0
20000-8,90,90000,55500,0
20000-8,90,90000,56000,0
20000-8,90,90000,56500,0
20000-8,90,90000,57000,0
20000-8,90,90000,57500,0
20000-8,90,90000,58000,0
20000-8,90,90000,58500,0
20000-8,90,90000,59000,0
20000-8,90,90000,59500,0
20000-8,90,90000,60000,0
20000-8,90,90000,60500,0
20000-8,90,90000,61000,0
20000-8,90,90000,61500,0
20000-8,90,90000,62000,0
20000-8,90,90000,62500,0
20000-8,90,90000,63000,0
20000-8,90,90000,63500,0
20000-8,90,90000,64000,0
20000-8,90,90000,64500,0
20000-8,90,90000,65000,0
20000-8,90,90000,65500,0
20000-8,90,90000,66000,0
20000-8,90,90000,66500,0
20000-8,90,90000,67000,0
20000-8,90,90000,67500,0
20000-8,90,90000,68000,0
20000-8,90,90000,68500,0
20000-8,90,90000,69000,0
20000-8,90,90000,69500,0
20000-8,90,90000,70000,0
20000-8,90,90000,70500,0
20000-8,90,90000,71000,0
20000-8,90,90000,71500,0
20000-8,90,90000,72000,0
20000-8,90,90000,72500,0
20000-8,90,90000,73000,0
20000-8,90,90000,73500,0
20000-8,90,90000,74000,0
20000-8,90,90000,74500,0
20000-8,90,90000,75000,0
20000-8,90,90000,75500,0
20000-8,90,90000,76000,0
20000-8,90,90000,76500,1
20000-8,90,90000,77500,1
20000-8,90,90000,78500,1
20000-8,90,90000,79500,1
20000-8,90,90000,80500,1
20000-8,90,90000,81500,1
20000-8,90,90000,82500,1
20000-8,90,90000,83500,1
20000-8,90,90000,84500,1
20000-8,90,90000,85500,1
20000-8,90,90000,86500,1
20000-8,90,90000,87500,1
20000-8,90,90000,88500,1
20000-8,90,90000,89500,1
20000-8,90,90500,0,0
20000-8,90,90500,500,0
20000-8,90,90500,1000,0
20000-8,90,90500,1500,0
20000-8,90,90500,2000,0
20000-8,90,90500,2500,0
20000-8,90,90500,3000,0
20000-8,90,90500,3500,0
20000-8,90,90500,4000,0
20000-8,90,90500,4500,0
20000-8,90,90500,5000,0
20000-8,90,90500,5500,0
20000-8,90,90500,6000,0
20000-8,90,90500,6500,0
20000-8,90,90500,7000,0
20000-8,90,90500,7500,0
20000-8,90,90500,8000,0
20000-8,90,90500,8500,0
20000-8,90,90500,9000,0
20000-8,90,90500,9500,0
20000-8,90,90500,10000,0
20000-8,90,90500,10500,0
20000-8,90,90500,11000,0
20000-8,90,90500,11500,0
20000-8,90,90500,12000,0
20000-8,90,90500,12500,0
20000-8,90,90500,13000,0
20000-8,90,90500,13500,0
20000-8,90,90500,14000,0
20000-8,90,90500,14500,0
20000-8,90,90500,15000,0
20000-8,90,90500,15500,0
20000-8,90,90500,16000,0
20000-8,90,90500,16500,0
20000-8,90,90500,17000,0
20000-8,90,90500,17500,0
20000-8,90,90500,18000,0
20000-8,90,90500,18500,0
20000-8,90,90500,19000,0
20000-8,90,90500,19500,0
20000-8,90,90500,20000,0
20000-8,90,90500,20500,0
20000-8,90,90500,21000,0
20000-8,90,90500,21500,0
20000-8,90,90500,22000,0
20000-8,90,90500,22500,0
20000-8,90,90500,23000,0
20000-8,90,90500,23500,0
20000-8,90,90500,24000,0
20000-8,90,90500,24500,0
20000-8,90,90500,25000,0
20000-8,90,90500,25500,0
20000-8,90,90500,26000,0
20000-8,90,90500,26500,0
20000-8,90,90500,27000,0
20000-8,90,90500,27500,0
20000-8,90,90500,28000,0
20000-8,90,90500,28500,0
20000-8,90,90500,29000,0
20000-8,90,90500,29500,0
20000-8,90,90500,30000,0
20000-8,90,90500,30500,0
20000-8,90,90500,31000,0
20000-8,90,90500,31500,0
20000-8,90,90500,32000,0
20000-8,90,90500,32500,0
20000-8,90,90500,33000,0
20000-8,90,90500,33500,0
20000-8,90,90500,34000,0
20000-8,90,90500,34500,0
20000-8,90,90500,35000,0
20000-8,90,90500,35500,0
20000-8,90,90500,36000,0
20000-8,90,90500,36500,0
20000-8,90,90500,37000,0
20000-8,90,90500,37500,0
20000-8,90,90500,38000,0
20000-8,90,90500,38500,0
20000-8,90,90500,39000,0
20000-8,90,90500,39500,0
20000-8,90,90500,40000,0
20000-8,90,90500,40500,0
20000-8,90,90500,41000,0
20000-8,90,90500,41500,0
20000-8,90,90500,42000,0
20000-8,90,90500,42500,0
20000-8,90,90500,43000,0
20000-8,90,90500,43500,0
20000-8,90,90500,44000,0
20000-8,90,90500,44500,0
20000-8,90,90500,45000,0
20000-8,90,90500,45500,0
20000-8,90,90500,46000,0
20000-8,90,90500,46500,0
20000-8,90,90500,47000,0
20000-8,90,90500,47500,0
20000-8,90,90500,48000,0
20000-8,90,90500,48500,0
20000-8,90,90500,49000,0
20000-8,90,90500,49500,0
20000-8,90,90500,50000,0
20000-8,90,90500,50500,0
20000-8,90,90500,51000,0
20000-8,90,90500,51500,0
20000-8,90,90500,52000,0
20000-8,90,90500,52500,0
20000-8,90,90500,53000,0
20000-8,90,90500,53500,0
20000-8,90,90500,54000,0
20000-8,90,90500,54500,0
20000-8,90,90500,55000,0
20000-8,90,90500,55500,0
20000-8,90,90500,56000,0
20000-8,90,90500,56500,0
20000-8,90,90500,57000,0
20000-8,90,90500,57500,0
20000-8,90,90500,58000,0
20000-8,90,90500,58500,0
20000-8,90,90500,59000,0
20000-8,90,90500,59500,0
20000-8,90,90500,60000,0
20000-8,90,90500,60500,0
20000-8,90,90500,61000,0
20000-8,90,90500,61500,0
20000-8,90,90500,62000,0
20000-8,90,90500,62500,0
20000-8,90,90500,63000,0
20000-8,90,90500,63500,0
20000-8,90,90500,64000,0
20000-8,90,90500,64500,0
20000-8,90,90500,65000,0
20000-8,90,90500,65500,0
20000-8,90,90500,66000,0
20000-8,90,90500,66500,0
20000-8,90,90500,67000,0
20000-8,90,90500,67500,0
20000-8,90,90500,68000,0
20000-8,90,90500,68500,0
20000-8,90,90500,69000,0
20000-8,90,90500,69500,0
20000-8,90,90500,70000,0
20000-8,90,90500,70500,0
20000-8,90,90500,71000,0
20000-8,90,90500,71500,0
20000-8,90,90500,72000,0
20000-8,90,90500,72500,0
20000-8,90,90500,73000,0
20000-8,90,90500,73500,0
20000-8,90,90500,74000,0
20000-8,90,90500,74500,0
20000-8,90,90500,75000,0
20000-8,90,90500,75500,0
20000-8,90,90500,76000,0
20000-8,90,90500,76500,0
20000-8,90,90500,76925,1
20000-8,90,90500,77925,1
20000-8,90,90500,78925,1
20000-8,90,90500,79925,1
20000-8,90,90500,80925,1
20000-8,90,90500,81925,1
20000-8,90,90500,82925,1
20000-8,90,90500,83925,1
20000-8,90,90500,84925,1
20000-8,90,90500,85925,1
20000-8,90,90500,86925,1
20000-8,90,90500,87925,1
20000-8,90,90500,88925,1
20000-8,90,90500,89925,1
20000-8,90,91000,0,0
20000-8,90,91000,500,0
20000-8,90,91000,1000,0
20000-8,90,91000,1500,0
20000-8,90,91000,2000,0
20000-8,90,91000,2500,0
20000-8,90,91000,3000,0
20000-8,90,91000,3500,0
20000-8,90,91000,4000,0
20000-8,90,91000,4500,0
20000-8,90,91000,5000,0
20000-8,90,91000,5500,0
20000-8,90,91000,6000,0
20000-8,90,91000,6500,0
20000-8,90,91000,7000,0
20000-8,90,91000,7500,0
20000-8,90,91000,8000,0
20000-8,90,91000,8500,0
20000-8,90,91000,9000,0
20000-8,90,91000,9500,0
20000-8,90,91000,10000,0
20000-8,90,91000,10500,0
20000-8,90,91000,11000,0
20000-8,90,91000,11500,0
20000-8,90,91000,12000,0
20000-8,90,91000,12500,0
20000-8,90,91000,13000,0
20000-8,90,91000,13500,0
20000-8,90,91000,14000,0
20000-8,90,91000,14500,0
20000-8,90,91000,15000,0
20000-8,90,91000,15500,0
20000-8,90,91000,16000,0
20000-8,90,91000,16500,0
20000-8,90,91000,17000,0
20000-8,90,91000,17500,0
20000-8,90,91000,18000,0
20000-8,90,91000,18500,0
20000-8,90,91000,19000,0
20000-8,90,91000,19500,0
20000-8,90,91000,20000,0
20000-8,90,91000,20500,0
20000-8,90,91000,21000,0
20000-8,90,91000,21500,0
20000-8,90,91000,22000,0
20000-8,90,91000,22500,0
20000-8,90,91000,23000,0
20000-8,90,91000,23500,0
20000-8,90,91000,24000,0
20000-8,90,91000,24500,0
20000-8,90,91000,25000,0
20000-8,90,91000,25500,0
20000-8,90,91000,26000,0
20000-8,90,91000,26500,0
20000-8,90,91000,27000,0
20000-8,90,91000,27500,0
20000-8,90,91000,28000,0
20000-8,90,91000,28500,0
20000-8,90,91000,29000,0
20000-8,90,91000,29500,0
20000-8,90,91000,30000,0
20000-8,90,91000,30500,0
20000-8,90,91000,31000,0
20000-8,90,91000,31500,0
20000-8,90,91000,32000,0
20000-8,90,91000,32500,0
20000-8,90,91000,33000,0
20000-8,90,91000,33500,0
20000-8,90,91000,34000,0
20000-8,90,91000,34500,0
20000-8,90,91000,35000,0
20000-8,90,91000,35500,0
20000-8,90,91000,36000,0
20000-8,90,91000,36500,0
20000-8,90,91000,37000,0
20000-8,90,91000,37500,0
20000-8,90,91000,38000,0
20000-8,90,91000,38500,0
20000-8,90,91000,39000,0
20000-8,90,91000,39500,0
20000-8,90,91000,40000,0
20000-8,90,91000,40500,0
20000-8,90,91000,41000,0
20000-8,90,91000,41500,0
20000-8,90,91000,42000,0
20000-8,90,91000,42500,0
20000-8,90,91000,43000,0
20000-8,90,91000,43500,0
20000-8,90,91000,44000,0
20000-8,90,91000,44500,0
20000-8,90,91000,45000,0
20000-8,90,91000,45500,0
20000-8,90,91000,46000,0
20000-8,90,91000,46500,0
20000-8,90,91000,47000,0
20000-8,90,91000,47500,0
20000-8,90,91000,48000,0
20000-8,90,91000,48500,0
20000-8,90,91000,49000,0
20000-8,90,91000,49500,0
20000-8,90,91000,50000,0
20000-8,90,91000,50500,0
20000-8,90,91000,51000,0
20000-8,90,91000,51500,0
20000-8,90,91000,52000,0
20000-8,90,91000,52500,0
20000-8,90,91000,53000,0
20000-8,90,91000,53500,0
20000-8,90,91000,54000,0
20000-8,90,91000,54500,0
20000-8,90,91000,55000,0
20000-8,90,91000,55500,0
20000-8,90,91000,56000,0
20000-8,90,91000,56500,0
20000-8,90,91000,57000,0
20000-8,90,91000,57500,0
20000-8,90,91000,58000,0
20000-8,90,91000,58500,0
20000-8,90,91000,59000,0
20000-8,90,91000,59500,0
20000-8,90,91000,60000,0
20000-8,90,91000,60500,0
20000-8,90,91000,61000,0
20000-8,90,91000,61500,0
20000-8,90,91000,62000,0
20000-8,90,91000,62500,0
20000-8,90,91000,63000,0
20000-8,90,91000,63500,0
20000-8,90,91000,64000,0
20000-8,90,91000,64500,0
20000-8,90,91000,65000,0
20000-8,90,91000,65500,0
20000-8,90,91000,66000,0
20000-8,90,91000,66500,0
20000-8,90,91000,67000,0
20000-8,90,91000,67500,0
20000-8,90,91000,68000,0
20000-8,90,91000,68500,0
20000-8,90,91000,69000,0
20000-8,90,91000,69500,0
20000-8,90,91000,70000,0
20000-8,90,91000,70500,0
20000-8,90,91000,71000,0
20000-8,90,91000,71500,0
20000-8,90,91000,72000,0
20000-8,90,91000,72500,0
20000-8,90,91000,73000,0
20000-8,90,91000,73500,0
20000-8,90,91000,74000,0
20000-8,90,91000,74500,0
20000-8,90,91000,75000,0
20000-8,90,91000,75500,0
20000-8,90,91000,76000,0
20000-8,90,91000,76500,0
20000-8,90,91000,77000,0
20000-8,90,91000,77350,1
20000-8,90,91000,78350,1
20000-8,90,91000,79350,1
20000-8,90,91000,80350,1
20000-8,90,91000,81350,1
20000-8,90,91000,82350,1
20000-8,90,91000,83350,1
20000-8,90,91000,84350,1
20000-8,90,91000,85350,1
20000-8,90,91000,86350,1
20000-8,90,91000,87350,1
20000-8,90,91000,88350,1
20000-8,90,91000,89350,1
20000-8,90,91000,90350,1
20000-8,90,91500,0,0
20000-8,90,91500,500,0
20000-8,90,91500,1000,0
20000-8,90,91500,1500,0
20000-8,90,91500,2000,0
20000-8,90,91500,2500,0
20000-8,90,91500,3000,0
20000-8,90,91500,3500,0
20000-8,90,91500,4000,0
20000-8,90,91500,4500,0
20000-8,90,91500,5000,0
20000-8,90,91500,5500,0
20000-8,90,91500,6000,0
20000-8,90,91500,6500,0
20000-8,90,91500,7000,0
20000-8,90,91500,7500,0
20000-8,90,91500,8000,0
20000-8,90,91500,8500,0
20000-8,90,91500,9000,0
20000-8,90,91500,9500,0
20000-8,90,91500,10000,0
20000-8,90,91500,10500,0
20000-8,90,91500,11000,0
20000-8,90,91500,11500,0
20000-8,90,91500,12000,0
20000-8,90,91500,12500,0
20000-8,90,91500,13000,0
20000-8,90,91500,13500,0
20000-8,90,91500,14000,0
20000-8,90,91500,14500,0
20000-8,90,91500,15000,0
20000-8,90,91500,15500,0
20000-8,90,91500,16000,0
20000-8,90,91500,16500,0
20000-8,90,91500,17000,0
20000-8,90,91500,17500,0
20000-8,90,91500,18000,0
20000-8,90,91500,18500,0
20000-8,90,91500,19000,0
20000-8,90,91500,19500,0
20000-8,90,91500,20000,0
20000-8,90,91500,20500,0
20000-8,90,91500,21000,0
20000-8,90,91500,21500,0
20000-8,90,91500,22000,0
20000-8,90,91500,22500,0
20000-8,90,91500,23000,0
20000-8,90,91500,23500,0
20000-8,90,91500,24000,0
20000-8,90,91500,24500,0
20000-8,90,91500,25000,0
20000-8,90,91500,25500,0
20000-8,90,91500,26000,0
20000-8,90,91500,26500,0
20000-8,90,91500,27000,0
20000-8,90,91500,27500,0
20000-8,90,91500,28000,0
20000-8,90,91500,28500,0
20000-8,90,91500,29000,0
20000-8,90,91500,29500,0
20000-8,90,91500,30000,0
20000-8,90,91500,30500,0
20000-8,90,91500,31000,0
20000-8,90,91500,31500,0
20000-8,90,91500,32000,0
20000-8,90,91500,32500,0
20000-8,90,91500,33000,0
20000-8,90,91500,33500,0
20000-8,90,91500,34000,0
20000-8,90,91500,34500,0
20000-8,90,91500,35000,0
20000-8,90,91500,35500,0
20000-8,90,91500,36000,0
20000-8,90,91500,36500,0
20000-8,90,91500,37000,0
20000-8,90,91500,37500,0
20000-8,90,91500,38000,0
20000-8,90,91500,38500,0
20000-8,90,91500,39000,0
20000-8,90,91500,39500,0
20000-8,90,91500,40000,0
20000-8,90,91500,40500,0
20000-8,90,91500,41000,0
20000-8,90,91500,41500,0
20000-8,90,91500,42000,0
20000-8,90,91500,42500,0
20000-8,90,91500,43000,0
20000-8,90,91500,43500,0
20000-8,90,91500,44000,0
20000-8,90,91500,44500,0
20000-8,90,91500,45000,0
20000-8,90,91500,45500,0
20000-8,90,91500,46000,0
20000-8,90,91500,46500,0
20000-8,90,91500,47000,0
20000-8,90,91500,47500,0
20000-8,90,91500,48000,0
20000-8,90,91500,48500,0
20000-8,90,91500,49000,0
20000-8,90,91500,49500,0
20000-8,90,91500,50000,0
20000-8,90,91500,50500,0
20000-8,90,91500,51000,0
20000-8,90,91500,51500,0
20000-8,90,91500,52000,0
20000-8,90,91500,52500,0
20000-8,90,91500,53000,0
20000-8,90,91500,53500,0
20000-8,90,91500,54000,0
20000-8,90,91500,54500,0
20000-8,90,91500,55000,0
20000-8,90,91500,55500,0
20000-8,90,91500,56000,0
20000-8,90,91500,56500,0
20000-8,90,91500,57000,0
20000-8,90,91500,57500,0
20000-8,90,91500,58000,0
20000-8,90,91500,58500,0
20000-8,90,91500,59000,0
20000-8,90,91500,59500,0
20000-8,90,91500,60000,0
20000-8,90,91500,60500,0
20000-8,90,91500,61000,0
20000-8,90,91500,61500,0
20000-8,90,91500,62000,0
20000-8,90,91500,62500,0
20000-8,90,91500,63000,0
20000-8,90,91500,63500,0
20000-8,90,91500,64000,0
20000-8,90,91500,64500,0
20000-8,90,91500,65000,0
20000-8,90,91500,65500,0
20000-8,90,91500,66000,0
20000-8,90,91500,66500,0
20000-8,90,91500,67000,0
20000-8,90,91500,67500,0
20000-8,90,91500,68000,0
20000-8,90,91500,68500,0
20000-8,90,91500,69000,0
20000-8,90,91500,69500,0
20000-8,90,91500,70000,0
20000-8,90,91500,70500,0
20000-8,90,91500,71000,0
20000-8,90,91500,71500,0
20000-8,90,91500,72000,0
20000-8,90,91500,72500,0
20000-8,90,91500,73000,0
20000-8,90,91500,73500,0
20000-8,90,91500,74000,0
20000-8,90,91500,74500,0
20000-8,90,91500,75000,0
20000-8,90,91500,75500,0
20000-8,90,91500,76000,0
20000-8,90,91500,76500,0
20000-8,90,91500,77000,0
20000-8,90,91500,77500,0
20000-8,90,91500,77775,1
20000-8,90,91500,78775,1
20000-8,90,91500,79775,1
20000-8,90,91500,80775,1
20000-8,90,91500,81775,1
20000-8,90,91500,82775,1
20000-8,90,91500,83775,1
20000-8,90,91500,84775,1
20000-8,90,91500,85775,1
20000-8,90,91500,86775,1
20000-8,90,91500,87775,1
20000-8,90,91500,88775,1
20000-8,90,91500,89775,1
20000-8,90,91500,90775,1
20000-8,90,92000,0,0
20000-8,90,92000,500,0
20000-8,90,92000,1000,0
20000-8,90,92000,1500,0
20000-8,90,92000,2000,0
20000-8,90,92000,2500,0
20000-8,90,92000,3000,0
20000-8,90,92000,3500,0
20000-8,90,92000,4000,0
